data, bandwidth
decided|3 11|33|1|3|1681472271.3128343|                                                                                         ,29311.580694474775
feedback|3 11|31|2|3|1681472271.316604|                                                                                         ,20782.367978941664
feedback|3 11|31|2|3|1681472271.316604|                                                                                         ,21833.78388710399
feedback|1 12|33|3|3|1681472271.4307132|                                                                                        ,236715.56966490299
feedback|1 12|33|3|3|1681472271.4307132|                                                                                        ,314327.2318501171
ask|1 12|TRANSFER q -> m 14|12|3|1681472271.4311202|                                                                            ,55617.00113954211
ask|1 12|TRANSFER q -> m 14|12|3|1681472271.4311202|                                                                            ,35089.60209150327
feedback|1 12|34|2|3|1681472271.4337602|                                                                                        ,66272.17775583261
feedback|1 12|34|2|3|1681472271.4337602|                                                                                        ,34532.12272464141
decided|1 12|34|2|3|1681472271.4429238|                                                                                         ,308369.27742676623
decided|1 12|34|2|3|1681472271.4429238|                                                                                         ,160164.35322195705
ask|3 12|DEPOSIT t 40|12|3|1681472272.1378508|                                                                                  ,181990.13966101696
ask|3 12|DEPOSIT t 40|12|3|1681472272.1378508|                                                                                  ,210455.08114464916
feedback|3 12|35|2|3|1681472272.144565|                                                                                         ,245820.01465201465
feedback|3 12|35|2|3|1681472272.144565|                                                                                         ,352277.50131233595
decided|3 12|35|2|3|1681472272.1447203|                                                                                         ,37326.76854620037
decided|3 12|35|2|3|1681472272.1447203|                                                                                         ,28955.87681354835
feedback|3 12|34|1|3|1681472272.1499236|                                                                                        ,24803.46093786094
feedback|3 12|34|1|3|1681472272.1499236|                                                                                        ,27058.66196260269
feedback|2 13|35|3|3|1681472273.2233298|                                                                                        ,176138.75065616798
feedback|2 13|35|3|3|1681472273.2233298|                                                                                        ,235573.01974550242
ask|2 13|DEPOSIT n 64|13|3|1681472273.2240088|                                                                                  ,33761.219469249154
ask|2 13|DEPOSIT n 64|13|3|1681472273.2240088|                                                                                  ,41688.99767044572
feedback|2 13|36|1|3|1681472273.227078|                                                                                         ,32398.220505702735
feedback|2 13|36|1|3|1681472273.227078|                                                                                         ,23531.488582073198
decided|2 13|36|1|3|1681472273.2340083|                                                                                         ,158415.73089406904
decided|2 13|36|1|3|1681472273.2340083|                                                                                         ,118724.21760283061
feedback|2 14|37|3|3|1681472273.9969866|                                                                                        ,269920.01608848665
feedback|2 14|37|3|3|1681472273.9969866|                                                                                        ,310689.18518518517
ask|2 14|TRANSFER n -> r 54|14|3|1681472273.9974108|                                                                            ,46937.48137786326
ask|2 14|TRANSFER n -> r 54|14|3|1681472273.9974108|                                                                            ,45937.44433986481
feedback|2 14|37|1|3|1681472273.999807|                                                                                         ,34123.87414987606
feedback|2 14|37|1|3|1681472273.999807|                                                                                         ,22067.11792510995
decided|2 14|37|1|3|1681472274.0093868|                                                                                         ,340654.1319796954
decided|2 14|37|1|3|1681472274.0093868|                                                                                         ,199209.98589981446
feedback|1 13|38|3|3|1681472274.4987297|                                                                                        ,263430.2806673209
feedback|1 13|38|3|3|1681472274.4987297|                                                                                        ,292732.2311886587
ask|1 13|TRANSFER o -> g 2|13|3|1681472274.4990964|                                                                             ,42087.7165255566
feedback|1 13|36|2|3|1681472274.5022013|                                                                                        ,58191.08085844353
ask|1 13|TRANSFER o -> g 2|13|3|1681472274.4990964|                                                                             ,25264.513505882354
feedback|1 13|36|2|3|1681472274.5022013|                                                                                        ,22553.81078810284
decided|1 13|38|3|3|1681472274.5137815|                                                                                         ,271971.08004052687
decided|1 13|38|3|3|1681472274.5137815|                                                                                         ,229236.0853970965
